username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
KrAbhi1991;2015-08-27 05:26;0;0;"CongAAP agnst women in India so attacking BJP who really no need of women empowerment nt like rahul-kejri nly speech #जातिगत_आरक्षण_बंद_करो";Bhagalpur, India;;#;"636688776262123520";https://twitter.com/KrAbhi1991/status/636688776262123520
ukilnarayan;2015-08-26 21:11;0;1;"An International solidarity network need for Bangladeshi Hindu in India for empowerment of Hindu refugee.";Bangladesh;;;"636564176786210816";https://twitter.com/ukilnarayan/status/636564176786210816
Anjala1973;2015-08-26 20:55;2;1;"@India _Policy @AarVee18 this CM is crazy .. awarding for fighting at signals !!When girl questioned starts crying and talk about empowerment";;@India @AarVee18;;"636560180231041024";https://twitter.com/Anjala1973/status/636560180231041024
627d9d2639024f3;2015-08-26 20:22;5;0;"In India women empowerment means empowerment of Daughter-in-law only...there is no concept lyk empowerment of Mother-in-law n Sister-in-law.";;;;"636551759284953092";https://twitter.com/627d9d2639024f3/status/636551759284953092
FrontierGap;2015-08-26 18:00;0;0;"Its womens #equality day today!Check out our new womens empowerment project in India : http:// bit.ly/1CDjTUr #freedom pic.twitter.com/epkAhHchYX";;;#equality #freedom;"636516002474233859";https://twitter.com/FrontierGap/status/636516002474233859
karnikaseth;2015-08-26 13:43;1;3;""I received the Digital Empowerment Award at the Digital India Conclave, New Delhi,on 24th Aug 2015" on @LinkedIn https://www. linkedin.com/pulse/i-receiv ed-digital-empowerment-award-india-conclave-new-karnika-seth …";;@LinkedIn;;"636451347244552192";https://twitter.com/karnikaseth/status/636451347244552192
antistupidab;2015-08-26 06:58;1;0;"People believe the model of women empowerment India , will come from Jasleen Kaur-esque women. #delusion";;;#delusion;"636349395248660480";https://twitter.com/antistupidab/status/636349395248660480
BerndHecht;2015-08-26 03:42;0;0;"Women Empowerment from the poorest districts in India . 100.000 women in pink form the Gang. http://www. gulabigang.in / pic.twitter.com/V8hOfiPaep";;;;"636300088680280064";https://twitter.com/BerndHecht/status/636300088680280064
GEH_UCSD;2015-08-26 02:00;0;1;"Leadership roles for rural #women in #India in sand mining promotes economic #empowerment & #sustainability . @ipsnews http:// bit.ly/1h8qYly";;@ipsnews;#women #India #empowerment #sustainability;"636274473528725504";https://twitter.com/GEH_UCSD/status/636274473528725504
ayeshar001;2015-08-25 22:52;0;0;"Amazing what leading ladies of bollywood doing for girls rise and empowerment in India ! pakistan should do so https:// twitter.com/aliaa08/status /636203866950791168 …";;;;"636227200304308224";https://twitter.com/ayeshar001/status/636227200304308224
4Amitji;2015-08-25 20:34;0;0;"God bless India May almighty save Indian men & shame on women like #jasleenkaur & their empowerment Even disgusting is such family";;;#jasleenkaur;"636192369809846272";https://twitter.com/4Amitji/status/636192369809846272
BioversityLib;2015-08-25 17:52;0;1;"Minor #millets as a central element for sustainably enhanced #incomes , empowerment , and #nutrition in rural #India | http:// hdl.handle.net/10568/67261";;;#millets #incomes #nutrition #India;"636151597639274496";https://twitter.com/BioversityLib/status/636151597639274496
leprosytalk;2015-08-25 15:40;1;0;"This week we're praying for livelihoods and empowerment projects in India - they transform 1000s of lives every year. http:// ow.ly/i/cmM0y";;;;"636118538101628928";https://twitter.com/leprosytalk/status/636118538101628928
AneelGuptha;2015-08-25 15:30;0;0;"No Lady or Modi can't change India ... Until we people change ourselves. Self youth empowerment , self confidence... http:// fb.me/5hTfyK1ms";;;;"636116050715656192";https://twitter.com/AneelGuptha/status/636116050715656192
socinnlab;2015-08-25 15:09;1;3;"We're at #ISIC15 in #India learning about women's empowerment in #Delhi with @inBritish @unisouthampton and @JSiEin pic.twitter.com/vF11E0K8dD";;@inBritish @unisouthampton @JSiEin;#ISIC15 #India #Delhi;"636110541136617473";https://twitter.com/socinnlab/status/636110541136617473
all_conf_alert;2015-08-25 12:42;0;0;"Rural Empowerment in India :Efforts,Implementation and Challenges_Interdisciplinary National Seminar Visit Now: http:// goo.gl/HpkKoR";;;;"636073628266659840";https://twitter.com/all_conf_alert/status/636073628266659840
GlobalDevLab;2015-08-25 03:30;3;3;"Watch this ground-breaking film on women's empowerment in India from @GirlRising & @GirlRisingIndia http:// ow.ly/RjqKS #IAmGirlRising";;@GirlRising @GirlRisingIndia;#IAmGirlRising;"635934733063602177";https://twitter.com/GlobalDevLab/status/635934733063602177
21CF_Impact;2015-08-25 03:06;1;1;"STAR India Will Air 'Girl Rising' Documentary on Girls' Empowerment http:// impact.21cf.com/what/2015/08/s tar-india-will-air-girl-risin.html … @StarTVNetwork @StarPlus @priyankachopra";;@StarTVNetwork @StarPlus @priyankachopra;;"635928617239842816";https://twitter.com/21CF_Impact/status/635928617239842816
